Gender,Height,Weight,Age,Bmi,Bmi_class,Goals,Injury,Current_fitness_level,Intensity_level,Bmi_class_Normal weight,Bmi_class_Obese,Bmi_class_Overweight,Bmi_class_Underweight,Goals_Maintain,Goals_Weight gain,Goals_Weight loss,Current_fitness_level_Advance,Current_fitness_level_Beginner,Current_fitness_level_Intermediate
0,1.784476682,97.00819176,35,30.46398091943757,Obese,Weight loss,0,Beginner,5,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0,1.789560362,86.54192195,27,27.02301687287477,Overweight,Weight loss,0,Intermediate,7,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0,1.85673575,96.79443465,37,28.07696680813635,Overweight,Weight loss,0,Beginner,4,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0,1.758553489,87.56054829,24,28.31374440499394,Overweight,Weight loss,0,Intermediate,7,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0,1.775702861,90.24916471,38,28.6221729872179,Overweight,Weight loss,0,Intermediate,6,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0,1.803859483,92.45392929,27,28.41318804930619,Overweight,Weight loss,1,Beginner,3,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0,1.801614113,93.286055,32,28.74042440347745,Overweight,Weight loss,1,Beginner,3,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0,1.786220272,83.36589009,40,26.12873375972723,Overweight,Weight loss,0,Beginner,4,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0,1.76520344,92.22399109,24,29.59745593121239,Overweight,Weight loss,1,Beginner,3,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0,1.75460266,92.62806052,29,30.08742383540682,Obese,Weight loss,1,Beginner,3,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0,1.905979464,101.7249467,48,28.0021280303531,Overweight,Weight loss,1,Beginner,1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0,1.776955018,85.61785073,44,27.11511515424353,Overweight,Weight loss,1,Beginner,2,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0,1.839878328,94.16681756,35,27.81760177271974,Overweight,Weight loss,0,Beginner,5,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0,1.821019318,93.85066947,45,28.30142277496645,Overweight,Weight loss,0,Intermediate,6,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0,1.845501764,87.04255033,45,25.55657659976698,Overweight,Weight loss,1,Beginner,2,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0,1.808036151,92.81514903,47,28.39256618183051,Overweight,Weight loss,1,Beginner,2,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0,1.751690394,87.46409788,44,28.50461137823788,Overweight,Weight loss,0,Advance,8,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
0,1.710493796,89.5838009,46,30.61868101191987,Obese,Weight loss,1,Beginner,2,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0,1.823533751,90.65691626,40,27.26298034368246,Overweight,Weight loss,0,Intermediate,6,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0,1.753824185,85.0195748,24,27.64055883654931,Overweight,Weight loss,0,Beginner,5,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0,1.68465719,75.56260249,47,26.62464510803935,Overweight,Weight loss,0,Beginner,4,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0,1.769519014,82.71530481,26,26.41650797478149,Overweight,Weight loss,0,Beginner,5,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0,1.669815827,72.54308207,37,26.0170982425342,Overweight,Weight loss,0,Beginner,4,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0,1.624433792,70.74532585,30,26.80980904982009,Overweight,Weight loss,1,Beginner,3,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0,1.667303766,70.87898793,50,25.49693902969659,Overweight,Weight loss,0,Beginner,3,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0,1.753973179,77.90294035,33,25.32258011478685,Overweight,Weight loss,0,Beginner,5,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0,1.687167268,75.91530843,31,26.66938975354294,Overweight,Weight loss,1,Beginner,3,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0,1.760790367,94.77776457,38,30.56969840045513,Obese,Weight loss,0,Intermediate,6,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0,1.727138836,83.95624659,26,28.14482256236865,Overweight,Weight loss,0,Beginner,5,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0,1.750449877,78.42645837,38,25.5954779855591,Overweight,Weight loss,1,Beginner,2,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0,1.820070497,91.85068718,50,27.72719840337138,Overweight,Weight loss,0,Beginner,3,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0,1.645119946,77.05157956,41,28.4699307211578,Overweight,Weight loss,1,Beginner,2,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0,1.812443541,92.23417412,24,28.07778794064364,Overweight,Weight loss,0,Beginner,5,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0,1.715855434,79.66389855,38,27.0582787814167,Overweight,Weight loss,0,Beginner,4,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0,1.659811225,73.7812745,31,26.78112141028915,Overweight,Weight loss,0,Intermediate,7,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0,1.678297018,80.87621297,34,28.71330349357037,Overweight,Weight loss,0,Advance,9,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
0,1.624267641,67.72330996,39,25.6698299333225,Overweight,Weight loss,0,Advance,8,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
0,1.758482822,78.83428845,47,25.49405343067916,Overweight,Weight loss,0,Advance,8,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
0,1.876671982,95.06874033,23,26.99361187394404,Overweight,Weight loss,0,Beginner,5,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0,1.784290859,86.56822551,27,27.19112736907007,Overweight,Weight loss,0,Beginner,5,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0,1.628597705,66.84788658,20,25.20345295008476,Overweight,Weight loss,1,Beginner,3,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0,1.702365875,87.017947,33,30.02638320261794,Obese,Weight loss,0,Beginner,5,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0,1.769743929,88.1884778,36,28.15729844580372,Overweight,Weight loss,0,Advance,9,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
0,1.760094289,90.22951319,24,29.12572513626984,Overweight,Weight loss,0,Beginner,5,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0,1.719544082,81.30931123,31,27.49879443824859,Overweight,Weight loss,0,Beginner,5,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0,1.64131351,76.65356042,47,28.45438761341151,Overweight,Weight loss,0,Beginner,4,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0,1.625036944,64.55497123,31,24.44574146096067,Normal weight,Maintain,1,Beginner,3,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0,1.809251421,96.48655577,22,29.47602791215389,Overweight,Weight loss,0,Advance,9,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
0,1.819629703,89.07944229,50,26.90366548202476,Overweight,Weight loss,0,Advance,7,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
0,1.702615705,77.88342102,47,26.86654061928444,Overweight,Weight loss,0,Beginner,4,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0,1.591134648,63.51111951,36,25.08625903212928,Overweight,Weight loss,1,Beginner,3,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0,1.794450448,91.2769118,41,28.34640563838505,Overweight,Weight loss,0,Beginner,4,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0,1.698964935,78.95096405,44,27.35196967899364,Overweight,Weight loss,0,Intermediate,6,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0,1.936483786,103.9885469,35,27.73050505906983,Overweight,Weight loss,0,Beginner,5,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0,1.824413888,96.53875874,38,29.00380465255881,Overweight,Weight loss,1,Beginner,2,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0,1.754322621,88.35468794,42,28.70851117501176,Overweight,Weight loss,0,Intermediate,6,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0,1.811054682,101.7494479,40,31.02193865203371,Obese,Weight loss,0,Beginner,4,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0,1.818398458,95.2591359,43,28.80902290111163,Overweight,Weight loss,0,Intermediate,6,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0,1.730587002,86.88808211,20,29.01171056441719,Overweight,Weight loss,0,Advance,9,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
0,1.774001894,79.00834669,38,25.10526532715962,Overweight,Weight loss,0,Intermediate,6,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0,1.957514732,112.9751663,21,29.48308407653188,Overweight,Weight loss,1,Beginner,3,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0,1.708966839,82.662117,20,28.30344190366207,Overweight,Weight loss,0,Beginner,5,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0,1.69662272,73.28144719,43,25.4579530023625,Overweight,Weight loss,0,Intermediate,6,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0,1.680182453,77.45749591,33,27.43788067643745,Overweight,Weight loss,0,Beginner,5,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0,1.731932072,77.79062965,47,25.93376538508643,Overweight,Weight loss,0,Intermediate,6,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0,1.82488641,87.25192037,35,26.20012240777592,Overweight,Weight loss,1,Beginner,3,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0,1.717660039,80.83132261,26,27.397142022049,Overweight,Weight loss,0,Intermediate,7,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0,1.743878378,85.52814771,21,28.12397353730129,Overweight,Weight loss,0,Beginner,5,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0,1.666384189,86.17025617,35,31.03181028182232,Obese,Weight loss,0,Beginner,5,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0,1.944047786,110.3253957,30,29.19185020651306,Overweight,Weight loss,1,Beginner,3,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0,1.789183685,97.13039096,37,30.34207504593934,Obese,Weight loss,0,Beginner,4,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0,1.562462012,61.89184156,32,25.35213102623502,Overweight,Weight loss,0,Intermediate,7,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0,1.765396174,90.12328502,31,28.91696114352985,Overweight,Weight loss,0,Intermediate,7,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0,1.621052036,70.37978601,38,26.78267985631153,Overweight,Weight loss,1,Beginner,2,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0,1.706682819,79.633053,48,27.33932156269814,Overweight,Weight loss,0,Beginner,3,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0,1.755209416,87.27153463,40,28.32792296925064,Overweight,Weight loss,0,Beginner,4,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0,1.756903501,84.49265251,29,27.37304603399393,Overweight,Weight loss,0,Beginner,5,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0,1.705660755,83.30604364,50,28.63460492261043,Overweight,Weight loss,1,Beginner,1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0,1.722608132,86.0409743,49,28.99561558617097,Overweight,Weight loss,0,Beginner,3,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0,1.750475843,83.04272544,21,27.10125175845389,Overweight,Weight loss,0,Beginner,5,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0,1.679366131,66.29930478,44,23.50813596899577,Normal weight,Maintain,0,Intermediate,6,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0,1.713454031,82.97470107,34,28.26186264515379,Overweight,Weight loss,0,Intermediate,7,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0,1.735635197,92.82604568,23,30.81434587526753,Obese,Weight loss,0,Beginner,5,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0,1.720347507,79.79764038,36,26.96234643246968,Overweight,Weight loss,0,Beginner,5,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0,1.823259184,89.12569252,37,26.81057311303716,Overweight,Weight loss,0,Intermediate,6,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0,1.707580519,82.78736415,36,28.39237172932378,Overweight,Weight loss,1,Beginner,3,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0,1.747591867,83.79401873,34,27.43677044716576,Overweight,Weight loss,0,Beginner,5,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0,1.76591568,83.49647627,32,26.77492248188819,Overweight,Weight loss,1,Beginner,3,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0,1.739454754,80.97379056,45,26.76197723618237,Overweight,Weight loss,0,Intermediate,6,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0,1.792283178,82.17068976,46,25.58018466396447,Overweight,Weight loss,0,Beginner,4,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0,1.767064949,90.62552477,32,29.02321436483539,Overweight,Weight loss,0,Intermediate,7,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0,1.643830953,75.7876074,37,28.04683689961149,Overweight,Weight loss,0,Beginner,4,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0,1.773621737,93.69259643,39,29.78401685122743,Overweight,Weight loss,0,Beginner,4,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0,1.797958543,90.22076742,41,27.90918597476096,Overweight,Weight loss,0,Intermediate,6,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0,1.733035403,86.09613427,25,28.66611128910448,Overweight,Weight loss,0,Beginner,5,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0,1.702575948,83.1064011,35,28.66959037755076,Overweight,Weight loss,0,Beginner,5,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0,1.692524537,75.03917552,41,26.19498214010707,Overweight,Weight loss,1,Beginner,2,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0,1.789855797,84.93571529,25,26.5127186552403,Overweight,Weight loss,1,Beginner,3,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0,1.887046902,100.829015,48,28.31523272383229,Overweight,Weight loss,1,Beginner,1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0,1.759124269,78.5846554,46,25.39479507919331,Overweight,Weight loss,0,Intermediate,6,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0,1.755649473,85.70664206,44,27.80602181053147,Overweight,Weight loss,0,Beginner,4,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0,1.889350147,96.89513152,37,27.1442004071039,Overweight,Weight loss,0,Intermediate,6,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0,1.767932387,87.85800256,36,28.1092994329377,Overweight,Weight loss,0,Beginner,5,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0,1.753109177,79.09829539,47,25.73648297555672,Overweight,Weight loss,0,Beginner,4,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0,1.795936184,92.14993681,22,28.57019736891736,Overweight,Weight loss,1,Beginner,3,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0,1.888505048,92.70429006,30,25.99342647290564,Overweight,Weight loss,1,Beginner,3,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0,1.806897966,90.16969154,40,27.61806999710432,Overweight,Weight loss,1,Beginner,2,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0,1.831946945,92.23263738,39,27.48266496950837,Overweight,Weight loss,0,Intermediate,6,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0,1.61165501,66.86855883,46,25.74410500230419,Overweight,Weight loss,0,Beginner,4,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0,1.731911338,82.38139298,20,27.46488724745513,Overweight,Weight loss,1,Beginner,3,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0,1.749207574,86.3425674,39,28.21904161244243,Overweight,Weight loss,0,Beginner,4,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0,1.745725888,85.41464193,41,28.02723274740245,Overweight,Weight loss,1,Beginner,2,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0,1.696665986,78.24490949,30,27.18087202202765,Overweight,Weight loss,0,Intermediate,7,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0,1.583250262,63.7021617,21,25.41294713407776,Overweight,Weight loss,0,Intermediate,7,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0,1.859487575,100.5801717,38,29.08880036536076,Overweight,Weight loss,0,Intermediate,6,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0,1.759523179,78.35278826,36,25.30838725276123,Overweight,Weight loss,0,Intermediate,7,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0,1.75065818,89.01359509,37,29.04381267265526,Overweight,Weight loss,1,Beginner,2,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0,1.68437264,74.134526,35,26.1302857115218,Overweight,Weight loss,0,Beginner,5,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0,1.801103937,91.31909117,23,28.15036494995253,Overweight,Weight loss,0,Beginner,5,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0,1.870460732,90.20149452,42,25.78199637328396,Overweight,Weight loss,1,Beginner,2,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0,1.850638533,91.15259695,33,26.61496167495548,Overweight,Weight loss,0,Beginner,5,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0,1.783720848,89.31933139,23,28.07318494271251,Overweight,Weight loss,0,Beginner,5,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0,1.718066805,84.77790475,38,28.72120026828254,Overweight,Weight loss,0,Beginner,4,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0,1.652558807,71.21559701,24,26.07721894850722,Overweight,Weight loss,0,Advance,9,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
0,1.770296336,82.17988191,36,26.22246846878613,Overweight,Weight loss,0,Beginner,5,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0,1.836081818,85.79600172,37,25.44971887166874,Overweight,Weight loss,1,Beginner,2,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0,1.852546797,95.26297325,34,27.75784569601739,Overweight,Weight loss,0,Intermediate,7,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0,1.788898692,89.21861003,44,27.87943446768186,Overweight,Weight loss,0,Beginner,4,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0,1.876400615,98.69617826,35,28.03168491398958,Overweight,Weight loss,1,Beginner,3,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0,1.672746838,76.95068786,42,27.50122701870322,Overweight,Weight loss,0,Intermediate,6,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0,1.713989777,83.54172386,27,28.43720953504773,Overweight,Weight loss,0,Intermediate,7,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0,1.686765196,82.4951539,34,28.99473703478409,Overweight,Weight loss,0,Intermediate,7,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0,1.755646502,79.16771251,37,25.68466735236884,Overweight,Weight loss,0,Intermediate,6,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0,1.887655778,104.1113279,42,29.21812766018129,Overweight,Weight loss,0,Intermediate,6,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0,1.765454914,87.45673729,32,28.05950524508884,Overweight,Weight loss,0,Beginner,5,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0,1.79447922,90.65495207,35,28.15235079660457,Overweight,Weight loss,0,Beginner,5,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0,1.730128684,77.75642724,43,25.97643118418172,Overweight,Weight loss,0,Intermediate,6,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0,1.800396738,86.475519,20,26.67821341392011,Overweight,Weight loss,1,Beginner,3,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0,1.815320929,89.53137745,40,27.16867363351174,Overweight,Weight loss,0,Beginner,4,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0,1.72255717,83.30098602,33,28.07390673816844,Overweight,Weight loss,0,Beginner,5,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0,1.792342939,87.67397362,42,27.29156697366781,Overweight,Weight loss,0,Intermediate,6,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0,1.753897747,82.27240973,23,26.74518937786798,Overweight,Weight loss,0,Beginner,5,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0,1.665069774,74.61027254,37,26.9112426484815,Overweight,Weight loss,0,Advance,8,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
0,1.771760569,87.73695289,43,27.94939960461464,Overweight,Weight loss,0,Beginner,4,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0,1.692874657,78.14852997,34,27.2691252117774,Overweight,Weight loss,0,Intermediate,7,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0,1.731569098,88.43092754,38,29.49337867623733,Overweight,Weight loss,0,Advance,8,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
0,1.862818587,92.0928534,37,26.53901525481821,Overweight,Weight loss,0,Beginner,4,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0,1.5613505,58.37825378,35,23.94695437839031,Normal weight,Maintain,0,Intermediate,7,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0,1.752915907,80.29832518,29,26.13270241036277,Overweight,Weight loss,1,Beginner,3,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0,1.774765124,81.48070685,47,25.86860540991601,Overweight,Weight loss,0,Intermediate,6,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0,1.836833634,92.51169523,49,27.41933976103482,Overweight,Weight loss,0,Beginner,3,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0,1.744021951,80.76455532,45,26.55320280900692,Overweight,Weight loss,0,Beginner,4,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0,1.848702718,91.0806314,41,26.64967230646733,Overweight,Weight loss,0,Intermediate,6,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0,1.743280577,84.14422662,23,27.68788230872339,Overweight,Weight loss,1,Beginner,3,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0,1.75056143,88.1081409,33,28.75155424964799,Overweight,Weight loss,0,Intermediate,7,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0,1.801878932,90.54342763,45,27.88725169096079,Overweight,Weight loss,1,Beginner,2,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0,1.861171631,100.4222555,47,28.99059461926775,Overweight,Weight loss,1,Beginner,2,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0,1.686367958,85.34784392,34,30.01151164015246,Obese,Weight loss,0,Beginner,5,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0,1.711794414,78.51585516,30,26.79502431783513,Overweight,Weight loss,1,Beginner,3,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0,1.878899619,91.24947915,48,25.84777933916909,Overweight,Weight loss,1,Beginner,1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0,1.776920034,86.84604377,46,27.50516606691658,Overweight,Weight loss,0,Beginner,4,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0,1.661825709,75.21452574,27,27.23521291035631,Overweight,Weight loss,1,Beginner,3,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0,1.755601861,92.33410221,29,29.95781025221538,Obese,Weight loss,0,Beginner,5,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0,1.887451375,96.21626031,49,27.00828009133782,Overweight,Weight loss,1,Beginner,1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
